LEAVE|||||||||67|7|39|9|5||||||610|6|||10||||6710|||||
SCORE|||||||||9||18||38||66||85||94||114||134||154||174|||||
TYPE|||||||||split-1|split-2|||||||||||||||||split-1|split-2||||
BOARD|||||||||nose||high|right|brooklyn||pocket||brooklyn||high|right|pocket||pocket||pocket||nose||pocket|||
LANE|||||||||17||18||17||18||17||18||17||18||17||18||18||18|
BALL|||||||||IQTU|RPH|IQ|RPH|RPH|RPH|RPH||RPH||RPH|RPH|RPH||RPH|RPH|RPH||RPH|RPH|RPH||RPH|
COUNT|Sr-Trio|Fa-24|9|10/25/24|2|18|RPH|RPH|8|/|6|3|8|-|X||8|/|X||9|/|9|/|X||9|/|X|||
LEAVE|||||||||36||1369|9|67|67|||47||||10||7||||10|||||
SCORE|||||||||16||35||33||53||73||93||112||132||152||172|||||
TYPE|||||||||||||split-1|split-2||||||||||||||||||
BOARD|||||||||high||left|left|nose||pocket||high||pocket||pocket||pocket||pocket||pocket||pocket|||
LANE|||||||||18||17||18||17||18||17||18||17||18||17||17||17|
BALL|||||||||RPH|RPH|RPH|RPH|RPH|RPH|RPH||RPH|RPH|RPH||RPH|RPH|RPH|RPH|RPH||RPH|RPH|RPH||RPH|
COUNT|Sr-Trio|Fa-24|9|10/25/24|3|17|RPH|RPH|9|/|X||9|/|X||X||7|/|X||X||9|/|9|/|7|||
LEAVE|||||||||4||||10||||||3610||||||4||10||4710|||
SCORE|||||||||20||40||60||87||107||127||156||176||195||212|||||
TYPE|||||||||||||||||||||||||||||split-1|||
BOARD|||||||||h-pocket||pocket||pocket||pocket||pocket||high||pocket||pocket||h-pocket||pocket||h-pocket|||
LANE|||||||||17||18||17||18||17||18||17||18||17||18||18||18|
BALL|||||||||RPH|RPH|RPH||RPH|RPH|RPH||RPH||RPH|RPH|RPH||RPH||RPH|RPH|RPH|RPH|RPH||RPH|
COUNT|Sr-Trio|Fa-24|10|11/1/24|1|11|RPH|RPH|6|3|X||9|/|7|/|X||6|2|8|/|X||X||6|/|X|||
LEAVE|||||||||1246|4|||10||3610||||36710|37|47||||||2458|||||
SCORE|||||||||9||29||46||66||84||92||112||138||158||178|||||
TYPE|||||||||||||||||||m-split-1|m-split-2||||||||||||
BOARD|||||||||right|right|pocket||pocket||high||pocket||high|right|h-pocket||pocket||pocket||light||pocket|||
LANE|||||||||11||12||11||12||11||12||11||12||11||12||12|||
BALL|||||||||RPH|RPH|RPH||RPH|RPH|RPH|RPH|RPH||RPH|RPH|RPH|RPH|RPH||RPH||RPH|RPH|RPH|||
COUNT|Sr-Trio|Fa-24|10|11/1/24|2|12|RPH|RPH|X||X||X||X||X||7|2|9|/|X||9|/|8|/|6|||
LEAVE|||||||||||||||||||245|5|4||||4||610||12410|||
SCORE|||||||||30||60||90||117||136||145||165||185||203||219|||||
TYPE|||||||||||||||||||||||||||||wash-1|||
BOARD|||||||||pocket||pocket||pocket||pocket||pocket||light||light||pocket||h-pocket||high||right|||
LANE|||||||||12||11||12||11||12||11||12||11||12||11||11|||
BALL|||||||||RPH||RPH||RPH||RPH||RPH||RPH|RPH|RPH|RPH|RPH||RPH|RPH|RPH|RPH|RPH|||
COUNT|Sr-Trio|Fa-24|10|11/1/24|3|11|RPH|RPH|9|/|8|/|X||9|/|X||7|/|X||X||X||9|/|X|||
LEAVE|||||||||4||24||||8||||3610||||||||5|||||
SCORE|||||||||18||38||58||78||98||118||148||177||197||217|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||h-pocket||light||pocket||light||pocket||hh||pocket||pocket||pocket||light||pocket|||
LANE|||||||||11||12||11||12||11||12||11||12||11||12||12|||
BALL|||||||||RPH|RPH|RPH|RPH|RPH||RPH|RPH|RPH||RPH|RPH|RPH||RPH||RPH||RPH|RPH|RPH|||
COUNT|Sr-Trio|Fa-24|11|11/8/24|1|15|RPH|RPH|X||X||7|-|9|/|X||9|/|X||X||X||X||9|/||
LEAVE|||||||||||||3610|3610|2||||10||||||||||10|||
SCORE|||||||||27||44||51||71||91||111||141||171||200||220|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||pocket||pocket||high|gutter|light||pocket||pocket||pocket||pocket||pocket||pocket||pocket|||
LANE|||||||||15||16||15||16||15||16||15||16||15||16||16||16|
BALL|||||||||RPH||RPH||RPH|RPH|RPH|RPH|RPH||RPH|RPH|RPH||RPH||RPH||RPH||RPH|RPH|RPH|
COUNT|Sr-Trio|Fa-24|11|11/8/24|2|16|RPH|RPH|X||9|/|8|/|9|/|7|2|X||X||7|/|8|/|X||X||9|
LEAVE|||||||||||7||310||7||245|4|||||3610||610||||||10|
SCORE|||||||||20||38||57||74||83||110||130||148||168||197|||||
TYPE|||||||||||||m-split-1|m-split-2||||||||||||||||||
BOARD|||||||||pocket||pocket||high||pocket||light||pocket||pocket||high||high||pocket||pocket||pocket|
LANE|||||||||16||15||16||15||16||15||16||15||16||15||15||15|
BALL|||||||||RPH||RPH|RPH|RPH|RPH|RPH|RPH|RPH|RPH|RPH||RPH||RPH|RPH|RPH|RPH|RPH||RPH||RPH|
COUNT|Sr-Trio|Fa-24|11|11/8/24|3|15|RPH|RPH|9|-|X||X||X||X||8|/|8|/|X||8|1|9|/|9|||
LEAVE|||||||||10|10|||||||||610||610||||46||2||8|||
SCORE|||||||||9||39||69||97||117||135||155||174||183||202|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||pocket||pocket||pocket||pocket||pocket||high||high||pocket||nose||light||light|||
LANE|||||||||15||16||15||16||15||16||15||16||15||16||16||16|
BALL|||||||||RPH|RPH|RPH||RPH||RPH||RPH||RPH|RPH|RPH|RPH|RPH||RPH|RPH|RPH|RPH|RPH||RPH|
COUNT|Sr-Trio|Fa-24|12|11/15/24|1|14|RPH|RPH|9|/|9|/|X||X||8|1|9|/|9|/|9|/|9|/|9|/|X|||
LEAVE|||||||||10||7||||||57|7|10||7||7||7||10|||||
SCORE|||||||||19||39||67||86||95||114||133||152||171||191|||||
TYPE|||||||||||||||||m-split-1|m-split-2||||||||||||||
BOARD|||||||||pocket||pocket||pocket||pocket||l-pocket|left|pocket||pocket||pocket||pocket||pocket||pocket|||
LANE|||||||||14||13||14||13||14||13||14||13||14||13||13|||
BALL|||||||||RPH|RPH|RPH|RPH|RPH||RPH||RPH|RPH|RPH|RPH|RPH|RPH|RPH|RPH|RPH|RPH|RPH|RPH|RPH|||
COUNT|Sr-Trio|Fa-24|12|11/15/24|2|13|RPH|RPH|X||X||9|/|X||9|-|X||8|/|7|/|X||9|/|9|||
LEAVE|||||||||||||10||||5|5|||610||245||||9||10|||
SCORE|||||||||29||49||69||88||97||117||134||154||174||193|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||pocket||pocket||pocket||pocket||brooklyn|left|pocket||high||light||pocket||pocket||pocket|||
LANE|||||||||13||14||13||14||13||14||13||14||13||14||14|||
BALL|||||||||RPH||RPH||RPH|RPH|RPH||RPH|RPH|RPH||RPH|RPH|RPH|RPH|RPH||RPH|RPH|RPH|||
COUNT|Sr-Trio|Fa-24|12|11/15/24|3|14|RPH|RPH|8|/|9|/|9|/|9|/|X||X||X||7|/|9|/|9|/|8|||
LEAVE|||||||||610||7||10||7||||||||245||6||8||57|||
SCORE|||||||||19||38||57||77||107||134||154||173||192||210||8|||
TYPE|||||||||||||||||||||||||||||m-split-1|||
BOARD|||||||||high||pocket||pocket||pocket||pocket||pocket||pocket||light||high||pocket||l-pocket|||
LANE|||||||||14||13||14||13||14||13||14||13||14||13||13|||
BALL|||||||||RPH|RPH|RPH|RPH|RPH|RPH|RPH|RPH|RPH||RPH||RPH||RPH|RPH|RPH|RPH|RPH|RPH|RPH|||
COUNT|Sr-Trio|Fa-24|15|12/6/24|1|10|RPH|RPH|7|/|8|/|8|/|X||9|/|9|/|8|/|X||X||8|/|X|||
LEAVE|||||||||128||610||36||||3||5||12||||||47|||||
SCORE|||||||||18||36||56||76||95||113||133||161||181||201|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||right||high||high||pocket||high||l-pocket||right||pocket||pocket||h-pocket||pocket|||
LANE|||||||||10||9||10||9||10||9||10||9||10||9||9|||
BALL|||||||||RPH|RPH|RPH|RPH|RPH|RPH|RPH||RPH|RPH|RPH|RPH|RPH|RPH|RPH||RPH||RPH|RPH|RPH|||
COUNT|Sr-Trio|Fa-24|15|12/6/24|2|9|RPH|RPH|9|/|X||X||X||X||7|/|X||X||9|/|X||7|/||
LEAVE|||||||||10||||||||||245||||||4||||3610|||
SCORE|||||||||20||50||80||107||127||147||176||196||216||236|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||pocket||pocket||pocket||pocket||pocket||light||pocket||nose||h-pocket||pocket||high|||
LANE|||||||||9||10||9||10||9||10||9||10||9||10||10|||
BALL|||||||||RPH|RPH|RPH||RPH||RPH||RPH||RPH|RPH|RPH||RPH||RPH|RPH|RPH||RPH|RPH||
COUNT|Sr-Trio|Fa-24|15|12/6/24|3|10|RPH|RPH|7|/|X||8|/|X||6|/|X||X||5|/|9|/|7|2||||
LEAVE|||||||||367||||610||||2457||||||346710||4||4710|10||||
SCORE|||||||||20||40||60||80||100||125||145||164||181||190|||||
TYPE|||||||||m-split-1|m-split-2|||||||||||||m-split-1|m-split-2|||split-1|split-2||||
BOARD|||||||||high||pocket||high||pocket||light||pocket||brooklyn||high||h-pocket||h-pocket|||||
LANE|||||||||10||9||10||9||10||9||10||9||10||9|||||
BALL|||||||||RPH|RPH|RPH||RPH|RPH|RPH||RPH|RPH|RPH||RPH||RPH|RPH|RPH|RPH|RPH|RPH||||
COUNT|Sr-Trio|Fa-24|16|12/13/24|1|15|RPH|RPH|X||X||X||X||X||X||X||8|/|9|/|8|/|9|||
LEAVE|||||||||||||||||||||||57|||||||||
SCORE|||||||||30||60||90||120||150||178||198||217||235||254|||||
TYPE|||||||||||||||||||||||m-split-1|m-split-2|10||610||10|||
BOARD|||||||||pocket||pocket||pocket||pocket||pocket||pocket||pocket||l-pocket||pocket||high||pocket|||
LANE|||||||||15||16||15||16||15||16||15||16||15||16||16|||
BALL|||||||||RPH||RPH||RPH||RPH||RPH||RPH||RPH||RPH|RPH|RPH|RPH|RPH|RPH|RPH|||
COUNT|Sr-Trio|Fa-24|16|12/13/24|2|16|RPH|RPH|X||9|/|9|/|X||X||9|/|X||9|/|X||7|/|9|||
LEAVE|||||||||||2||9||||||10||||10||||3610||10|||
SCORE|||||||||20||39||59||88||108||128||148||168||188||207|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||pocket||light||pocket||pocket||brooklyn||pocket||pocket||pocket||brooklyn||high||pocket|||
LANE|||||||||16||15||16||15||16||15||16||15||16||15||15|||
BALL|||||||||RPH||RPH|RPH|RPH|RPH|RPH||RPH||RPH|RPH|RPH||RPH|RPH|RPH||RPH|RPH|RPH|||
COUNT|Sr-Trio|Fa-24|16|12/13/24|3|15|RPH|RPH|X||9|/|9|/|8|/|7|/|X||9|/|X||9|/|8|/|X|||
LEAVE|||||||||||7||10||45||3610||||9||||9||36|||||
SCORE|||||||||20||39||57||74||94||114||134||154||172||192|||||
TYPE|||||||||||||||m-split-1|m-split-2||||||||||||||||
BOARD|||||||||pocket||pocket||pocket||light||high||pocket||pocket||pocket||pocket||high||pocket|||
LANE|||||||||15||16||15||16||15||16||15||16||15||16||16|||
BALL|||||||||RPH||RPH|RPH|RPH|RPH|RPH|RPH|RPH|RPH|RPH||RPH|RPH|RPH||RPH|RPH|RPH|RPH|RPH|||
COUNT|Sr-Trio|Fa-24|17|12/20/24|1|25|NUB|RPH|9|-|X||7|/|X||X||9|-|9|/|8|/|9|/|6|2||||
LEAVE|||||||||10|10|||3610||||||2|2|8||28||10||36710|37||||
SCORE|||||||||9||29||49||78||97||106||124||143||159||167|||||
TYPE|||||||||||||||||||||||||||m-split-1|m-split-2||||
BOARD|||||||||pocket|left|light||high||pocket||pocket||light|right|light||light||pocket||high|right||||
LANE|||||||||25||26||25||26||25||26||25||26||25||26|||||
BALL|||||||||NUB|RPH|NUB||NUB|RPH|NUB||NUB||NUB|RPH|NUB|RPH|NUB|RPH|NUB|RPH|NUB|RPH||||
COUNT|Sr-Trio|Fa-24|17|12/20/24|2|26|NUB|RPH|X||X||X||X||9|/|X||X||X||7|2|9|-||||
LEAVE|||||||||||||||||4||||||||4710|10|10|10||||
SCORE|||||||||30||60||89||109||129||159||186||205||214||223|||||
TYPE|||||||||||||||||||||||||split-1|split-2||||||
BOARD|||||||||pocket||pocket||pocket||pocket||h-pocket||pocket||pocket||pocket||h-pocket||pocket|left||||
LANE|||||||||26||25||26||25||26||25||26||25||26||25|||||
BALL|||||||||NUB||NUB||NUB||NUB||NUB|RPH|NUB||NUB||NUB||NUB|RPH|NUB|RPH||||
COUNT|Sr-Trio|Fa-24|17|12/20/24|3|25|NUB|RPH|7|/|X||X||X||X||X||X||X||8|/|X||8|/||
LEAVE|||||||||3610||||||||||||||||36||||69|||
SCORE|||||||||20||50||80||110||140||170||198||218||238||258|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||high||pocket||pocket||pocket||brooklyn||pocket||pocket||pocket||high||pocket||high|||
LANE|||||||||25||26||25||26||25||26||25||26||25||26||26|||
BALL|||||||||NUB|RPH|NUB||NUB||NUB||NUB||NUB||NUB||NUB||NUB|RPH|NUB||NUB|RPH||
COUNT|Sr-Trio|Fa-24|19|12/22/24|1|21|NUB|RPH|9|/|X||X||X||9|/|9|/|X||6|3|X||7|/|X|||
LEAVE|||||||||10||||||||4||10||||12410|10|||245|||||
SCORE|||||||||20||50||79||99||118||138||157||166||186||206|||||
TYPE|||||||||||||||||||||||wash-1|wash-2||||||||
BOARD|||||||||brooklyn||pocket||pocket||pocket||h-pocket||pocket||pocket||right||pocket||light||pocket|||
LANE|||||||||21||22||21||22||21||22||21||22||21||22||22|||
BALL|||||||||NUB|RPH|NUB||NUB||NUB||NUB|RPH|NUB|RPH|NUB||NUB|RPH|NUB||NUB|RPH|NUB|||
COUNT|Sr-Trio|Fa-24|19|12/22/24|2|22|NUB|RPH|8|/|X||9|/|X||9|/|8|-|9|/|9|/|9|/|9|/|9|||
LEAVE|||||||||25||||7||||4||710|710|7||10||2||10||2|||
SCORE|||||||||20||40||60||80||98||106||125||144||163||182|||||
TYPE|||||||||||||||||||split-1|split-2||||||||||||
BOARD|||||||||light||pocket||pocket||pocket||h-pocket||pocket||pocket||pocket||light||pocket||light|||
LANE|||||||||22||21||22||21||22||21||22||21||22||21||21|||
BALL|||||||||NUB|RPH|NUB||NUB|RPH|NUB||NUB|RPH|NUB|RPH|NUB|RPH|NUB|RPH|NUB|RPH|NUB|RPH|NUB|||
COUNT|Sr-Trio|Fa-24|19|12/22/24|3|21|NUB|RPH|X||X||X||X||X||7|2|9|/|X||X||X||X||X|
LEAVE|||||||||||||||||||467||10|||||||||||
SCORE|||||||||30||60||90||117||136||145||165||195||225||255|||||
TYPE|||||||||||||||||||split-1|split-2|10|||||||||||
BOARD|||||||||pocket||pocket||pocket||pocket||pocket||nose||pocket||pocket||pocket||pocket||pocket||pocket|
LANE|||||||||21||22||21||22||21||22||21||22||21||22||22|||
BALL|||||||||NUB||NUB||NUB||NUB||NUB||NUB|RPH|NUB|RPH|NUB||NUB||NUB||NUB||NUB|
COUNT|Sr-Trio|Fa-24|20|12/22/24|1|21|NUB|RPH|8|/|9|/|X||X||9|/|X||9|/|9|/|X||9|/|X|||
LEAVE|||||||||310||10||||||7||||10||10||||10|||||
SCORE|||||||||19||39||68||88||108||128||147||167||187||207|||||
TYPE|||||||||m-split-1|m-split-2||||||||||||||||||||||
BOARD|||||||||high||pocket||pocket||pocket||pocket||pocket||pocket||pocket||pocket||pocket||pocket|||
LANE|||||||||21||22||21||22||21||22||21||22||21||22||22|||
BALL|||||||||NUB|RPH|NUB|RPH|NUB||NUB||NUB|RPH|NUB||NUB|RPH|NUB|RPH|NUB||NUB|RPH|NUB|||
COUNT|Sr-Trio|Fa-24|20|12/22/24|2|22|NUB|RPH|X||X||8|/|9|/|X||X||X||9|/|X||9|/|9|||
LEAVE|||||||||||||24||6||||10||||7||||9||9|||
SCORE|||||||||28||48||67||87||117||146||166||186||206||225|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||pocket||pocket||light||high||pocket||pocket||pocket||pocket||pocket||pocket||brooklyn|||
LANE|||||||||22||21||22||21||22||21||22||21||22||21||21|||
BALL|||||||||NUB||NUB||NUB|RPH|NUB|RPH|NUB||NUB||NUB||NUB|RPH|NUB||NUB|RPH|NUB|||
COUNT|Sr-Trio|Fa-24|20|12/22/24|3|21|NUB|RPH|9|/|9|/|X||X||X||8|/|9|/|9|/|9|/|X||X||9|
LEAVE|||||||||10||2||||||||47||3||10||10||||||5|
SCORE|||||||||19||39||69||97||117||136||155||174||194||223|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||pocket||light||pocket||pocket||pocket||h-pocket||high||pocket||pocket||pocket||pocket||light|
LANE|||||||||21||22||21||22||21||22||21||22||21||22||22|||
BALL|||||||||NUB|RPH|NUB|RPH|NUB||NUB||NUB||NUB|RPH|NUB|RPH|NUB|RPH|NUB|RPH|NUB||NUB||NUB|
COUNT|Sr-Trio|Fa-24|18|12/27/24|1|20|NUB|RPH|9|/|X||X||9|/|9|/|9|/|9|/|9|/|9|/|X||9|/||
LEAVE|||||||||10||||||7||4||6||2||4||4||||9|||
SCORE|||||||||20||49||69||88||107||126||145||164||184||204|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||pocket||pocket||pocket||pocket||h-pocket||high||light||h-pocket||h-pocket||pocket||pocket|||
LANE|||||||||20||19||20||19||20||19||20||19||20||19||19|||
BALL|||||||||NUB|RPH|NUB||NUB||NUB|RPH|NUB|RPH|NUB|RPH|NUB|RPH|NUB|RPH|NUB|RPH|NUB||NUB|RPH||
COUNT|Sr-Trio|Fa-24|18|12/27/24|2|19|NUB|RPH|X||X||9|/|9|/|X||X||X||9|-|8|1|7|/|X|||
LEAVE|||||||||||||7||10||||||||10|10|310|3|3610|||||
SCORE|||||||||29||49||68||88||118||147||166||175||184||204|||||
TYPE|||||||||||||||||||||||||m-split-1|m-split-2||||||
BOARD|||||||||light||pocket||pocket||pocket||pocket||pocket||pocket||pocket|left|high|right|high||pocket|||
LANE|||||||||19||20||19||20||19||20||19||20||19||20||20|||
BALL|||||||||NUB||NUB||NUB|RPH|NUB|RPH|NUB||NUB||NUB||NUB|RPH|NUB|RPH|NUB|RPH|NUB|||
COUNT|Sr-Trio|Fa-24|18|12/27/24|3|20|NUB|RPH|X||X||X||9|/|9|/|X||X||X||X||9|/|X|||
LEAVE|||||||||||||||4||4||||||||||10|||||
SCORE|||||||||30||59||79||98||118||148||178||207||227||247|||||
TYPE|||||||||||||||||||||10|||||||||||
BOARD|||||||||pocket||pocket||pocket||h-pocket||h-pocket||pocket||pocket||pocket||pocket||pocket||pocket|||
LANE|||||||||20||19||20||19||20||19||20||19||20||19||19|||
BALL|||||||||NUB||NUB||NUB||NUB|RPH|NUB|RPH|NUB||NUB||NUB||NUB||NUB|RPH|NUB|||
COUNT|Sr-Trio|Fa-24|21|12/27/24|1|21|NUB|RPH|X||9|-|8|/|X||X||8|/|X||9|/|X||7|/|9|||
LEAVE|||||||||10||6|6|28||||||24||||10||||245||9|||
SCORE|||||||||19||28||48||76||96||116||136||156||176||195|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||pocket||high||light||pocket||light||light||pocket||pocket||pocket||light||pocket|||
LANE|||||||||21||22||21||22||21||22||21||22||21||22||22|||
BALL|||||||||NUB||NUB|RPH|NUB|RPH|NUB||NUB||NUB|RPH|NUB||NUB|RPH|NUB||NUB|RPH|NUB|||
COUNT|Sr-Trio|Fa-24|21|12/27/24|2|22|NUB|RPH|9|/|9|/|7|/|X||X||9|/|X||X||X||9|/|7|||
LEAVE|||||||||10||10||245||||||10||||||||6||3610|||
SCORE|||||||||19||36||56||85||105||125||155||184||204||221|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||pocket||pocket||light||pocket||pocket||pocket||pocket||h-pocket||pocket||high||high|||
LANE|||||||||22||21||22||21||22||21||22||21||22||21||21|||
BALL|||||||||NUB|RPH|NUB|RPH|NUB|RPH|NUB||NUB||NUB|RPH|NUB||NUB||NUB||NUB|RPH|NUB|||
COUNT|Sr-Trio|Fa-24|21|12/27/24|3|21|NUB|RPH|8|-|X||X||9|/|9|/|X||X||X||8|/|X||9|/||
LEAVE|||||||||610|610|||||2||4||||||||36||||3|||
SCORE|||||||||8||37||57||76||96||126||154||174||194||214|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||high|left|pocket||pocket||light||h-pocket||pocket||pocket||pocket||high||pocket||high|||
LANE|||||||||21||22||21||22||21||22||21||22||21||22||22|||
BALL|||||||||NUB|RPH|NUB||NUB||NUB|RPH|NUB|RPH|NUB||NUB||NUB||NUB|RPH|NUB||NUB|RPH||
COUNT|Sr-Trio|Fa-24|22|12/29/24|1|29|NUB|RPH|9|/|X||X||X||X||9|/|7|/|9|-|X||8|/|X|||
LEAVE|||||||||10||||||||||10||245||7|7|||25|||||
SCORE|||||||||20||50||80||109||129||146||165||174||194||214|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||pocket||pocket||pocket||pocket||light||pocket||light||l-pocket|right|pocket||light||pocket|||
LANE|||||||||29||30||29||30||29||30||29||30||29||30||30|||
BALL|||||||||NUB|RPH|NUB||NUB||NUB||NUB||NUB|RPH|NUB|RPH|NUB|RPH|NUB||NUB|RPH|NUB|||
COUNT|Sr-Trio|Fa-24|22|12/29/24|2|30|NUB|RPH|X||X||7|/|9|/|8|/|X||X||9|/|X||X||9|/||
LEAVE|||||||||||||245||4||610||||||4||||||10|||
SCORE|||||||||27||47||66||84||104||133||153||173||202||222|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||pocket||pocket||light||h-pocket||high||pocket||pocket||h-pocket||||||pocket|||
LANE|||||||||30||29||30||29||30||29||30||29||30||29||29|||
BALL|||||||||NUB||NUB||NUB|RPH|NUB|RPH|NUB|RPH|NUB||NUB||NUB|RPH|NUB||NUB||NUB|RPH||
COUNT|Sr-Trio|Fa-24|22|12/29/24|3|29|NUB|RPH|X||9|/|X||X||X||X||9|/|X||9|/|X||X||6|
LEAVE|||||||||||6||||||||||6||||4||||||12810|
SCORE|||||||||20||40||70||100||129||149||169||189||209||235|||||
TYPE|||||||||||||||||||||||||||||||wash-1|
BOARD|||||||||brooklyn||high||brooklyn||pocket||pocket||pocket||high||pocket||h-pocket||pocket||pocket||right|
LANE|||||||||29||30||29||30||29||30||29||30||29||30||30|||
BALL|||||||||NUB||NUB|RPH|NUB||NUB||NUB||NUB||NUB|RPH|NUB||NUB|RPH|NUB||NUB||NUB|
COUNT|Sr-Trio|Fa-24|23|12/29/24|1|30|NUB|RPH|X||X||X||X||6|/|8|/|8|/|X||X||9|/|6|||
LEAVE|||||||||||||||||2458||24||610||||||10||2458|||
SCORE|||||||||30||60||86||106||124||142||162||191||211||227|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||pocket||pocket||pocket||pocket||light||light||high||pocket||pocket||pocket||light|||
LANE|||||||||30||29||30||29||30||29||30||29||30||29||29|||
BALL|||||||||NUB||NUB||NUB||NUB||NUB|RPH|NUB|RPH|NUB|RPH|NUB||NUB||NUB|RPH|NUB|||
COUNT|Sr-Trio|Fa-24|23|12/29/24|2|29|NUB|RPH|X||X||X||X||9|/|X||7|/|X||6|/|7|/|9|||
LEAVE|||||||||||||||||4||||245||||2458||245||10|||
SCORE|||||||||30||60||89||109||129||149||169||189||206||225|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||pocket||pocket||pocket||pocket||h-pocket||pocket||light||pocket||light||light||pocket|||
LANE|||||||||29||30||29||30||29||30||29||30||29||30||30|||
BALL|||||||||NUB||NUB||NUB||NUB||NUB|RPH|NUB||NUB|RPH|NUB||NUB|RPH|NUB|RPH|NUB|||
COUNT|Sr-Trio|Fa-24|23|12/29/24|3|30|NUB|RPH|X||X||8|/|X||X||X||X||X||7|2|8|/|X|||
LEAVE|||||||||||||47||||||||||||3610|3|28|||||
SCORE|||||||||28||48||68||98||128||158||185||204||213||233|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||pocket||pocket||h-pocket||pocket||pocket||pocket||pocket||pocket||high|right|light||pocket|||
LANE|||||||||30||29||30||29||30||29||30||29||30||29||29|||
BALL|||||||||NUB||NUB||NUB|RPH|NUB||NUB||NUB||NUB||NUB||NUB|RPH|NUB|RPH|NUB|||
COUNT|Sr-Trio|Fa-24|29|3/14/25|1|7|RPH|RPH|9|/|9|/|9|/|9|/|9|/|8|/|X||9|/|7|/|X||X||X|
LEAVE|||||||||3||10||4||7||6||28||||2||245|||||||
SCORE|||||||||19||38||57||76||94||114||134||151||171||201|||||
TYPE||||||||||||||||||||||||||||||||
BOARD|||||||||high||pocket||h-pocket||pocket||high||light||pocket||light||light||pocket||nose||pocket|
LANE|||||||||7||8||7||8||7||8||7||8||7||8||8||8|
BALL|||||||||RPH|RPH|RPH|RPH|RPH|RPH|RPH|RPH|RPH|RPH|RPH|RPH|RPH||RPH|RPH|RPH|RPH|RPH||RPH||RPH|
COUNT|Sr-Trio|Fa-24|29|3/14/25|2|8|RPH|RPH|8|1|X||X||8|/|X||8|/|8|1|9|/|X||X||X||X|
LEAVE|||||||||45|4|||||610||||47||610|6|4|||||||||
SCORE|||||||||9||37||57||77||97||115||124||144||174||204|||||
TYPE|||||||||m-split-1|m-split-2||||||||||||||||||||||
BOARD||||||||||right|pocket||pocket||high||pocket||h-pocket||high|right|h-pocket||pocket||pocket||pocket||pocket|
LANE|||||||||8||7||8||7||8||7||8||7||8||7||7||7|
BALL|||||||||RPH|RPH|NUB||NUB||NUB|RPH|NUB||NUB|RPH|NUB|RPH|NUB|RPH|NUB||NUB||NUB||NUB|
COUNT|Sr-Trio|Fa-24|29|3/14/25|3|7|NUB|RPH|9|/|6|3|9|-|X||X||X||7|2|X||X||9|/|X|||
LEAVE|||||||||5||12410|10|10|10|||||||467|6|||||4|||||
SCORE|||||||||16||25||34||64||91||110||119||148||168||188|||||
TYPE|||||||||||wash-1|wash-2|||||||||split-1|split-2||||||||||
BOARD|||||||||l-pocket||right|right|pocket|left|pocket||pocket||pocket||nose||pocket||pocket||h-pocket||pocket|||
LANE|||||||||7||8||7||8||7||8||7||8||7||8||8|||
BALL|||||||||NUB|RPH|NUB|RPH|NUB|RPH|NUB||NUB||NUB||NUB|RPH|NUB||NUB||NUB|RPH|NUB|||
COUNT|Sr-Trio|Fa-24|30|3/21/25|1|4|NUB|RPH|X||X||X||X||8|/|X||8|/|8|1|9|-|X||9|/||
LEAVE|||||||||||||||||47||||610||45|4|10|10|||10|||
SCORE|||||||||30||60||88||108||128||148||166||175||184||204|||||
TYPE|||||||||||||||||||||||m-split-1|m-split-2||||||||
BOARD|||||||||pocket||pocket||pocket||pocket||h-pocket||pocket||high||light|right|pocket|left|pocket||pocket|||
LANE|||||||||4||3||4||3||4||3||4||3||4||3||3|||
BALL|||||||||NUB||NUB||NUB||NUB||NUB|RPH|NUB||NUB|RPH|NUB|RPH|NUB|RPH|NUB||NUB|RPH||
COUNT|Sr-Trio|Fa-24|30|3/21/25|2|3|NUB|RPH|X||X||7|2|X||7|/|9|/|8|/|X||9|/|X||X||X|
LEAVE|||||||||||||4710|10|||3610||10||24||||2|||||||
SCORE|||||||||27||46||55||75||94||112||132||152||172||202|||||
TYPE|||||||||||||split-1|split-2||||||||||||||||||
